2026/08/14 00:36:11 web-api listening on :8691
[GIN] 2026/08/14 - 00:36:11 | 200 |       85.25µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/15 - 23:04:46 | 200 |  347.459667ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/15 - 23:04:46 | 200 |  172.657291ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/15 - 23:04:46 | 200 |    451.6895ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/15 - 23:04:46 | 200 |  260.003583ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/15 - 23:04:46 | 200 |  216.874583ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/15 - 23:04:47 | 200 |    137.1645ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/15 - 23:04:47 | 200 |  142.104417ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/15 - 23:04:47 | 200 |  324.449208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/15 - 23:04:48 | 200 |  213.539042ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/15 - 23:04:48 | 200 |  236.452708ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/15 - 23:04:48 | 200 |     181.453ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/15 - 23:04:48 | 200 |   173.64275ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/15 - 23:04:48 | 200 |  190.220625ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/15 - 23:04:48 | 200 |  223.073041ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/15 - 23:04:48 | 200 |  263.967917ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/15 - 23:04:48 | 200 |  259.606708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/15 - 23:04:48 | 200 |  504.935791ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/15 - 23:04:49 | 200 |  172.222167ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/15 - 23:04:49 | 200 |  207.978875ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/15 - 23:04:49 | 200 |  224.457958ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/15 - 23:04:49 | 200 |  265.411709ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/15 - 23:04:49 | 200 |  341.570708ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/15 - 23:04:50 | 200 |  141.716708ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/15 - 23:04:50 | 200 |  175.982042ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/15 - 23:04:50 | 200 |   263.11575ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/15 - 23:04:50 | 200 |  268.976875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/15 - 23:04:50 | 200 |  309.028584ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/15 - 23:04:50 | 200 |     307.627ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/15 - 23:04:50 | 200 |  325.654833ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/15 - 23:04:50 | 200 |  175.838709ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/15 - 23:04:50 | 200 |  442.742708ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/15 - 23:04:51 | 200 |  342.818625ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/15 - 23:04:51 | 200 |   265.41775ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/15 - 23:04:51 | 200 |  327.639083ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/15 - 23:04:51 | 200 |  118.009333ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/15 - 23:04:51 | 200 |  146.003167ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/15 - 23:04:53 | 200 |  126.402917ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/15 - 23:04:53 | 200 |  153.756083ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/15 - 23:04:53 | 200 |  147.409792ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/15 - 23:04:53 | 200 |  147.597458ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/15 - 23:04:54 | 200 |  297.661791ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/15 - 23:04:54 | 200 |     330.499ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/15 - 23:04:54 | 200 |  339.178584ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/15 - 23:04:54 | 200 |   249.42325ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/15 - 23:04:54 | 200 |  459.541084ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/15 - 23:04:54 | 200 |  179.190834ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/15 - 23:04:54 | 200 |  290.137292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/15 - 23:04:54 | 200 |  248.485583ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
2026/08/16 09:45:32 web-api listening on :8691
[GIN] 2026/08/16 - 09:45:32 | 200 |      82.583µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/16 - 09:45:46 | 200 |  179.733583ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/16 - 09:45:46 | 200 |  592.656625ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:45:46 | 200 |  602.024083ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/16 - 09:45:47 | 200 |    871.4335ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:45:47 | 200 |  681.066583ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:45:47 | 200 |  534.863125ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:45:47 | 200 |  563.362541ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:45:48 | 200 |  1.043669542s |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:45:48 | 200 |  1.119335917s |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/16 - 09:45:48 | 200 |  1.552166125s |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:45:48 | 200 |  571.429541ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:45:49 | 200 |  2.072548833s |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/16 - 09:45:49 | 200 |  580.809791ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:45:49 | 200 |    575.8315ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:45:50 | 200 |    417.7225ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:45:51 | 200 |  641.189625ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786721844623&phase=requirement"
[GIN] 2026/08/16 - 09:45:55 | 200 |  250.303333ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:45:55 | 200 |  253.973042ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:45:56 | 200 |     169.432ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:45:56 | 200 |  266.766083ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:45:56 | 200 |  205.157916ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:45:56 | 200 |  318.997625ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:45:56 | 200 |  177.016959ms |       127.0.0.1 | GET      "/api/delivery/requirement/planning-sessions?programId=2&requirementKey=req-1786721844623&executorType=codex"
[GIN] 2026/08/16 - 09:46:03 | 200 |  451.000333ms |       127.0.0.1 | POST     "/api/delivery/requirement/save"
[GIN] 2026/08/16 - 09:46:04 | 200 |  667.046209ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/16 - 09:46:07 | 200 |  172.268417ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:46:07 | 200 |  164.791292ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:46:07 | 200 |  259.019584ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:46:07 | 200 |  176.012583ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:46:07 | 200 |  302.754166ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:46:08 | 200 |  252.676084ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:46:08 | 200 |  262.304416ms |       127.0.0.1 | GET      "/api/delivery/requirement/planning-sessions?programId=2&requirementKey=req-1786721844623&executorType=codex"
[GIN] 2026/08/16 - 09:46:14 | 200 |  197.473333ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:46:14 | 200 |  179.327375ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:46:14 | 200 |  165.821708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:46:14 | 200 |  252.299875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:46:14 | 200 |  206.142959ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:46:15 | 200 |   323.82025ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:46:15 | 200 |  171.925375ms |       127.0.0.1 | GET      "/api/delivery/requirement/planning-sessions?programId=2&requirementKey=req-1786721844623&executorType=codex"
[GIN] 2026/08/16 - 09:50:00 | 200 |    218.7165ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:50:00 | 200 |   253.85575ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:50:00 | 200 |  174.112084ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:50:00 | 200 |  183.581542ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:50:00 | 200 |  216.722292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:50:00 | 200 |  252.845917ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/16 - 09:50:00 | 200 |     259.068ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:50:01 | 200 |  251.567875ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:50:01 | 200 |  580.911041ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/16 - 09:50:01 | 200 |  172.390708ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:50:01 | 200 |  299.104417ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:50:01 | 200 |    237.0655ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:51:55 | 200 |  116.240792ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/16 - 09:51:55 | 200 |   166.88675ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/16 - 09:51:58 | 200 |   187.96325ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/16 - 09:51:58 | 200 |  436.116292ms |       127.0.0.1 | GET      "/api/system/users?pageIndex=1&pageSize=10&keyword=&role=&status="
[GIN] 2026/08/16 - 09:52:01 | 200 |  256.982416ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/16 - 09:52:18 | 200 |  591.238458ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:52:18 | 200 |  619.042416ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/16 - 09:52:18 | 200 |  535.012875ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/16 - 09:52:19 | 200 |  185.938125ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/16 - 09:52:19 | 200 |    213.6185ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:52:20 | 200 |  244.030167ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/16 - 09:53:30 | 200 |  200.521125ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/16 - 09:53:30 | 200 |  241.463833ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/16 - 09:53:31 | 200 |  354.330375ms |       127.0.0.1 | GET      "/api/system/users?pageIndex=1&pageSize=10&keyword=&role=&status="
[GIN] 2026/08/16 - 09:53:31 | 200 |  150.650333ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/16 - 09:53:31 | 200 |  437.721916ms |       127.0.0.1 | GET      "/api/system/users?pageIndex=1&pageSize=10&keyword=&role=&status="
[GIN] 2026/08/16 - 09:53:33 | 200 |  205.893625ms |       127.0.0.1 | GET      "/api/auth/me"
[GIN] 2026/08/16 - 09:53:44 | 200 |  331.040875ms |       127.0.0.1 | GET      "/api/auth/me"
[GIN] 2026/08/16 - 09:54:00 | 200 |  170.734958ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:54:00 | 200 |  172.994042ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:00 | 200 |  241.584042ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:00 | 200 |  340.785834ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:00 | 200 |  348.879375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:00 | 200 |  431.501333ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/16 - 09:54:00 | 200 |  455.327375ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:01 | 200 |  181.183708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:01 | 200 |  690.592541ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/16 - 09:54:01 | 200 |  332.965875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:01 | 200 |  203.921292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:01 | 200 |  407.963334ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:15 | 200 |  553.852375ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/16 - 09:54:15 | 200 |  477.133041ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/16 - 09:54:16 | 200 |    879.1635ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:16 | 200 |  497.117334ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/16 - 09:54:16 | 200 |  899.416084ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/16 - 09:54:16 | 200 |  900.533334ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:54:16 | 200 |  622.706708ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:16 | 200 |  139.611959ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:54:17 | 200 |  507.713625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  523.409375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  552.536375ms |       127.0.0.1 | GET      "/api/delivery/requirement?programId=2&requirementKey=req-1786721844623"
[GIN] 2026/08/16 - 09:54:17 | 200 |  564.445834ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  817.244375ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:17 | 200 |  791.280125ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:17 | 200 |  432.659167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  419.691917ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  512.427125ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  564.679459ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/16 - 09:54:17 | 200 |  221.658208ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:17 | 200 |  341.568625ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:17 | 200 |  1.272616042s |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/16 - 09:54:17 | 200 |     460.067ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:18 | 200 |  716.565709ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786721844623&phase=development"
[GIN] 2026/08/16 - 09:54:18 | 200 |  433.090167ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:18 | 200 |  707.031209ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/16 - 09:54:18 | 200 |  582.068042ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:19 | 200 |  402.591542ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:19 | 200 |  363.222958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:19 | 200 |   299.19375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:20 | 200 |  425.127542ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:20 | 200 |  472.163084ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:32 | 200 |  190.912208ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:54:32 | 200 |  318.630875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:32 | 200 |  352.510458ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:32 | 200 |  366.528792ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:32 | 200 |  375.583417ms |       127.0.0.1 | GET      "/api/delivery/requirement?programId=2&requirementKey=req-1786721844623"
[GIN] 2026/08/16 - 09:54:32 | 200 |  424.897584ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:32 | 200 |  249.518708ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:32 | 200 |  153.714417ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:33 | 200 |  143.794042ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=ak"
[GIN] 2026/08/16 - 09:54:33 | 200 |  326.157458ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/16 - 09:54:33 | 200 |  256.930916ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:33 | 200 |  691.421333ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786721844623&phase=development"
[GIN] 2026/08/16 - 09:54:33 | 200 |  308.822291ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:33 | 200 |  394.153375ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:33 | 200 |     253.475ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:54:33 | 200 |  404.085917ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:33 | 200 |  618.429833ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/16 - 09:54:33 | 200 |   175.49825ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:33 | 200 |  361.861041ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:34 | 200 |  154.123625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:34 | 200 |  224.133042ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/16 - 09:54:34 | 200 |     215.314ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/16 - 09:54:34 | 200 |  253.081833ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/16 - 09:54:35 | 200 |  294.647208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/16 - 09:54:48 | 200 |   154.11775ms |       127.0.0.1 | GET      "/api/auth/members"

2026/08/16 09:55:19 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/requirement.go:76 [35;1mError 1054: Unknown column 'prototype_html_path' in 'field list'
[0m[33m[92.654ms] [34;1m[rows:0][0m INSERT INTO `zt_delivery_requirement` (`biz_line`,`program_id`,`requirement_key`,`name`,`detail`,`status`,`mode`,`start_phase`,`generate_prototype`,`prototype_html_path`,`prototype_generated_at`,`stage_key`,`module_key`,`kind`,`owner_ids`,`owner_names`,`assistant_ids`,`assistant_names`,`version`,`created_by`,`created_by_name`,`updated_by`,`created_time`,`updated_time`) VALUES ('ak',2,'req-1786845319012','增加收藏','','open','professional','requirement',false,'',NULL,'','','','','','','',1,'1','1','1','2026-08-16 09:55:19.012','2026-08-16 09:55:19.012')
[GIN] 2026/08/16 - 09:55:19 | 200 |  259.835958ms |       127.0.0.1 | POST     "/api/delivery/requirement/save"

2026/08/16 09:55:25 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/requirement.go:76 [35;1mError 1054: Unknown column 'prototype_html_path' in 'field list'
[0m[33m[49.003ms] [34;1m[rows:0][0m INSERT INTO `zt_delivery_requirement` (`biz_line`,`program_id`,`requirement_key`,`name`,`detail`,`status`,`mode`,`start_phase`,`generate_prototype`,`prototype_html_path`,`prototype_generated_at`,`stage_key`,`module_key`,`kind`,`owner_ids`,`owner_names`,`assistant_ids`,`assistant_names`,`version`,`created_by`,`created_by_name`,`updated_by`,`created_time`,`updated_time`) VALUES ('ak',2,'req-1786845325165','增加收藏','','open','professional','requirement',false,'',NULL,'','','','','','','',1,'1','1','1','2026-08-16 09:55:25.165','2026-08-16 09:55:25.165')
[GIN] 2026/08/16 - 09:55:25 | 200 |  180.210917ms |       127.0.0.1 | POST     "/api/delivery/requirement/save"
[GIN] 2026/08/16 - 09:57:09 | 200 |  218.581583ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/16 - 09:57:09 | 200 |  223.907459ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/16 - 09:57:09 | 200 |     223.902ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/16 - 09:57:09 | 200 |  136.354292ms |       127.0.0.1 | GET      "/api/auth/members"
